,sentence,label
389,"挺破旧的一个地方,酒店电梯是不到的,走楼梯.楼梯暗暗,地毯灰灰,门口不气派,里面大厅还可以,包厢所在的走廊挺窄,看上去比较简陋.服务还算热情,但是感觉很混乱.讲究排场的饕餮们还是... ...\n    不过那边象样的酒家也没有,就这在三星级酒店里的能请请象样的客,不乡走远的也只能忽略环境.\n    包厢收一元一个人头费.餐具两元一位.还算干净,但是后来上菜的餐具好象大都是被啃过的,嘻嘻.大概是装菜的餐具不收人头费.茶水有另点的,也有免费的绿茶.\n    我们的贵宾卡说是打八折,但是酒水\海河鲜\招牌菜都不打折,所以也没什么太优惠,聊胜于无吧.\n    14个人12个冷菜,12个热菜,人手1盅的汤,两个点心,加上15罐椰奶,一共打掉了55元,最后付掉1500出头.量么还行,加上自己买的大蛋糕,整桌菜还剩下一点点,大概三个小型打包盒.\n    下面来说说菜式吧.\n冷菜:\n梅干菜烤目鱼--29元   味道还行.\n欧式蔬菜色拉--29元   挺新鲜,量挺大,色拉酱另外放一个小碗内,色拉酱上了彩 虹糖,挺有食欲.\n酱萝卜--8.99元   有点咸,马马乎乎.\n梅子酱山药--8.99元   这个不错,山药放久要变色,所以新鲜是一定的.他家山药是糖醋口味,上面浇了梅子酱,颜色哈眺,味道也好,是第一个被扫光的冷菜.\n蒜蓉白切肉--19元 还可以,味道适中.\n糯米红枣--12.99元   不要点,不新鲜,不好吃,样子也难看.\n四喜烤夫--7.99元   不要点,不新鲜,不好吃,样子也小家败器.\n酱麻海蛰头--29元   就这样,大众口味.\n鲜橙汁芦荟--19元   太酸,不好吃.\n老板娘蟹钳--39元   相对说信价比一般,味道还可以,别家也这个味道.\n生捞嫩肚尖--25.99元   一般般.\n白斩鸡--22.99元   相对来说信价比还算可以,挺嫩,量不少,基本是翅膀和腿,酱料味道也可以.\n热菜:\n片皮鸭--69元   不是传统上的薄饼,是荷叶饼,龙虾片上边铺了一层鸭皮,旁边倒是还有两个小鸭腿,味道还行,不过有点温.\n清蒸石斑鱼--145元  好象一百二十元一斤,记不清了.挺老的.\n菜园鱼面筋--22.99元   是特色,不过我觉得不好吃,象掉进盐罐子里了.\n白灼草虾--88元一斤   就这个味道啦.\n清炒蟹粉--129元   油的,一般般\n咸蛋黄膏蟹--236元   叫了两个,一斤多少钱我忘了,饕餮们一看前面的介绍就应该能猜出吧.味道还不错.\n黑椒牛排--49元   真的很黑,味道有点重,总的还行吧.就这样拉.\n玉米烙--25.99元   是特色,不过我吃不出特色在哪里,不好吃.\n烤羊排--48元   新菜,挺辣,孜然味道挺重.\n金牌茄子--39元   没啥好说的,没有吃过的其他地方好吃.\n干锅茶树菇--39元   还可以,里面有小年糕,挺辣的.\n上汤西兰花--19元   量还行,味道一般.\n汤:\n没叫大份汤,一人一盅鲜鲍酥皮盅,15.99元一份,里面一只小鲍鱼,竹荪,火腿,用高汤熬的,很稠,味道偏咸,不过还算好吃,信价比高.\n点心:\n萝卜丝酥--1.99元一个,样子很苗条,嘴大一点,不怕烫一点,一口能进去,味道是还行的.\n上海炒面--19元   就这样的味道,没什么特别的好说.\n  以上是我的一些看法,希望对要去那里的饕餮们有一点点帮助.",0
390,想喝粥了就来他们家。每次都喜欢点他们家的手抓饼，基本上不会出错吧。\n原来特别喜欢他们家的葱酥鲫鱼，但是每次鱼的大小都不一样。基本上是越来越小吧。\n有一次那鱼上来，一条只有另一条的一半的大，姐当时就急了。没这么对付人的！但是服务生倒是很机灵，一看形势不对，马上拿下去给换了一条。虽然小吧，但是真是好吃。^o^\n粥么，我还是喜欢普通的粥。比如绿豆啊，紫米啊，玉米。。。\n总的来说，我觉得他们家的服务还好吧，毕竟一进门就有人招呼，临走还有人送，热情得还挺真诚的，这点算难得了。,0
391,本文为试吃点评，更多图文并茂请见http://www.dianping.com/group/bjmeishi/topic/4040329\n接到电话，幸运的中了试吃~~麻辣小生，先是让我想起芥末小生啦，店名很有趣 去年12月新张~~经过团购推广，现在也一直在做特价活动，人气很旺哒，大家都快去试试，苏州街地铁A出口往左一拐弯即到，交通方便\n进去已经来了三个童鞋，都很守时哦~~\n老板也过来招呼我们，甘肃人 牛肉面起家，给人的感觉是热情实在还带那么点风趣，不错哈哈\n餐前小菜，有泡菜和黄豆 给了三份呢，可姐没吃着\n白瓷餐碟，红色logo【锅锅香】用这三个字真的很合适，香锅 鱼锅 蛙锅 蟹锅。。。。。反正它家锅是挺多\n下面开始点香锅的菜啦~~想吃神马随便点，这样的试吃偶喜欢\n \n菲奥说本来订的是选六种，\n老板又大方的让再加多两种，\n但貌似从这么一大篇里选还真是很困难呢\n俺建议了金针菇和油豆皮，因为这两样香锅必吃啊，大家都同意吧\n回来看照片才发现原来是按单价排序的，早知如此从后往前一溜就行啦\n继续菜单放送ing。。。\n看着都很诱人的说，价格也给力，老板你要坚持住哦~~\n味道好，优惠多，再加上热情服务，你成了\n还有砂锅呢。。。居然这么多种，哪天去试试，偶是砂锅爱好者，不分冬夏 一碗热气腾腾的砂锅面，最能打动俺\n-------------------------------------------------我是美味的分割线------------------------------------------------\n清爽大拌菜   香锅必备，咱还是要来点蔬菜的，生食健康哦\n酸甜咸 能解辣 欧了\n \n芥末木耳\n太过普通的芥末味凉拌木耳。。。尝了一口，味道太淡了  不给力\n牛板筋 哪位同学点的？这么合我心 我就爱吃这咬不动的筋头巴脑\n香香辣辣，又在眼前，吃了好多哈哈\n每人一份的瓦罐汤 偶来海带排骨哒~~\n除了稍咸一点，还是挺鲜美的，老板也很实在的说是放味精的，这偶有点不爱\n饭前喝汤，而不是饭后溜儿缝，这样比较健康哦\n大菜来喽~~~\n飘香馋嘴蛙\n都说块儿大，是俺下手慢了么，怎么就捞到两小块儿\n蛙的大腿er肉 白白嫩嫩的  红油很香 配的丝瓜青笋都很美味不许撤盘\n拍的模糊，请原谅我急迫的心情地铁从头几乎坐到尾（苏州街是十号线倒数第二站）俺饿的都不行了\n烤鱼也上来了，传说中的香辣虾我就没看着原来躲在蛙盆后面了，反正我不吃虾，不难过\n2.7两的鲶鱼  没一会儿就被瓜分完了，鱼皮焦脆入味 鲶鱼肉本身就是又嫩又细 也没小刺  吃起来那叫一个香 一个快。。。\n主食是鸡丝凉皮  是老板看家的特色~~\n给我来盘不带鸡丝的 ，3Q。。。这一盘也就归我啦！\n遗憾的是居然没找到一块儿面筋，最后从别的盘里搜了个小渣儿\n还是面筋好吃啊，老板的解释是。。。面筋大都放香锅里去炒了，货少\n凉皮很劲道 麻酱我一直喜欢 热天吃上这么一盘 又当主食又当菜 很爽哒\n麻辣香锅：金针菇 青笋 油豆皮 牛骨髓。。。都很爱！\n听说还有鸡胗神马的，小到我也没夹着，再说也不吃，不care它\n照顾大家的口味点的微辣 看点评说是它家香锅辣度高，结果完全是谣传啊。。。\n也就微微辣层次，再加上老板主张健康少油，香锅吃起来没那么够力，香料使用很平和呦，爱刺激的童鞋，下次要试重辣！！！\n鲶鱼没吃够，又给加条草鱼，做的豆豉的  俺对不麻不辣的没有爱 虽然俺感冒中，但爱好不变，哈哈\n尝了一小口，有刺。。。\n大家一致称赞的服务员mm来上果盘啦，热情又有眼力见，小嘴儿甜的真是不可多得呦\n俺这几天又咳嗽上了，连相机都没带，有点对不起热情的老板，但偶真心实意的推荐你的店噢~~馋嘴蛙 & 烤鲶鱼（诸位童鞋一定选香辣的啊，味道很给力）\n \n汇报完毕，期待下次,0
392,带孩子来中山公园玩儿的时候中午吃过一次，因为带着孩子不能随便乱吃东西了，而且还要软的，孩子能嚼得了的，就选了这家，米线不贵，味道也挺好，正对着中山公园，吃完门口坐车也很方便，适合随便吃吃，路过接短,0
393,感觉这家还可以，没有想象当中那么好，可能我对它的期望值太高，反而降低了我对它某些地方的评价，希望能在口味上有所改进,0
394,环境很好，在龙岗数码城这里，坐在窗边蛮惬意的，是新开的，菜牌和市区的一样，价格也是一样，点了个甜品，竟然上来的跟菜牌不一样，问服务员，说是很难讲的，真的是完全不一样，竟然认为我吹毛求疵，晕~~~，服务太差鸟，很多菜牌上的菜都没有，这点跟市区不太一样，味道不好,0
395,第一周周末去，中午一点到的，结果当然没有买到。听旁边叔叔劝，买了些老汤，回去炖菜。当时吃着菜，就想一定要再去一回。\n第二周，叫了三两个朋友。早上七点多起床。十点多就到了。哇哈哈。拿到2号。非常靠前，就开始在那里排扑克。。。中午去附近吃了点东西。\n三点一刻，老头出摊，人潮马上涌动起来。买到就在现声尝了，几个人在路边，还上了北京电视台，真是痛快。。。\n下回一定还要再去。,1
396,以前同事过生日去吃过的，觉得口味还不错，这次去吃真是一肚子火，点了肥羊，刚准备烫的时候发现有一只苍蝇的尸体躺在上面，顿时一点胃口也没有了，后来叫了领班，换了一份，后来生菜上也被苍蝇盯了，最后决定早点吃完买单走人，买单的时候用了点评的券是129，结果说120算了，哇靠，有没有搞错，发现一只死苍蝇就拉掉9块零头，我顿时心里就不爽了，而且买单的也不是一开始给我换羊肉的那个胖胖的女人，我估计知道我们要搞的所以她也不出面了，最后说给个整数算了，想想算了，也没什么好多跟他们搞的了，扔下钱我们就闪人了，不过这家店的苍蝇还真的很多，最重要的是我吃完回家确实是拉肚子了。。,0
397,"潮人肯定不会放过品潮菜的机会啦,过来吃了两次,地方很大,服务很好.大闸蟹搞特价格的时候,才30多块一只,另外,最喜欢的就是这边的橄榄炖猪肺汤,每人一盅,非常清甜,这个是金成酒楼没有的菜品.\n功夫茶的价格也不算贵,最便宜的有28元一壶,潮菜里边值得推荐.",1
398,"很好的一家夫妻老婆店,性价比无比的高,大爱!恨不得能让他们开到我家隔壁就好了!\n男主人主管美发部,美发部墙上都是理发师和主持人.明星.甚至还有刘翔的合影照片(Ps,想当初刘翔就住在沪西人民文化宫,呵呵),一直找着总监阿亮弄头发,每次都很满意,剪发,吹发速度又超快,而且他吹的头发只要不洗一直有着刚刚做好的造型感,而且价格也便宜,总监洗剪吹才48!想当年在星造型看着janny从48元长到一百多!他们一般染头烫头发都是两三百一项,价格开的满实的,虽然这行是暴利,但是总比怎么开价都是上千然后打折的感觉好!\n女主人主管美容部,女主人很美奥,高高瘦瘦甜甜的,一个孩子的妈,儿子也很漂亮,每次去都看到很乖的在做功课.美容部我常去做睫毛,100元3次嫁接,真的便宜,效果也好也自然,现在感觉就是融为一体,有点皮厚,嘻嘻!有时候做做指甲,光疗一般一口价150,opi涂指甲20元,老板娘手雕指甲花卉很美,设计感也不错!最近还胖了,哎,管不了嘴,又不肯运动,只有被迫减肥,做了个瘦腹和瘦手臂疗法,还不赖,继续要保持,效果好再来说阿!",1
399,中午金融街的大大小小餐厅生意那就好啊，想吃的地方都客满，我们一路走来，最后到知味小厨，幸好有个空位，不然就得去可恶的悦唐了（以后得好好说说他）。一个不熟的帅哥点菜，最后都不知道吃的菜叫什么，不过味道还行，看了菜单，每个菜大约50左右，在金融街还算可以啦。我觉得咖喱烩海鲜还行，福建炒饭很一般，有个菜外边是白菜，里边包着菜和虾，味道还行。,1
400,菜的味道是一般，不过818人没那么多，吃饭不怎么用等位蛮好的\n三杯鸡，48，味道还不错，但是鸡肉根本没多少嘛，看看很满其实全是大蒜\n菠萝油条虾，49，BF觉得不错，我觉得没有鹿港小镇的好吃，宁可只吃菠萝= =\n菜脯蛋，29，还行吧，就是炒蛋里面放了萝卜干\n黑胡椒牛肉炒饭，28，完全一般\n紫杉药卷，26，本来以为里面会是比较像甜点的沙状，但其实就是一个完整的紫薯还不知道什么东西，一般吧,0
401,朋友要过生日就近选了这里\n可能是七夕的关系 晚上8点多到的时候他家人爆满\n还好中午就订好了包房\n小二的穿着比较有特色 环境还可以\n不过缺点就是包房没有门 外面人一多就很吵\n菜品方面感觉一般吧 点了鱼 辣子鸡 雪梨 泡椒凤爪和其他的一些\n不是我点的 所以不记得名字\n没什么比较惊艳的菜 \n相比之下辣子鸡还可以 麻麻辣辣的 比较喜欢\n羊肉串被吹的很神 上来了也没感觉多大 \n比较喜欢他家的肉筋和鸡脆骨 下次可以再点的东西\n因为朋友过生日 所以他家送了长寿面 还请了个88岁的老婆婆（服务员扮的）\n带来了所谓“天山产的”礼物 \n说了一溜一溜的祝福语 挺有意思的\n走的时候还送了小镜子,1
402,这是亦庄最大的超市了，总是很热闹的，东西也很齐全，价格都不贵，很亲民的感觉。周围有很多饭店、理发店等设施，估计这算是亦庄的中心了，很热闹。,1
403,静安别墅现在充斥着刻意营造的老弄堂艺术氛围，让我评价好坏，我也一下子说不上来。\n3P.M.在静安别墅群的中间，所以南京西路进去可以，威海路进入也可，很方便。\n下午有太阳的时候，弄堂里走一圈还是很舒服的，也有不少单反er来采光。\n门口有坨被我误以为胖猫的物种，出来的时候才发现是我，兔子。\n其实门面容纳人数很有限，所以厨房是在一块布帘后面。\n这样也不错，可以遮掉相当一部分油烟味。\n马力猪扒，我以为是玛丽，囧。\n薯饼现炸，比较油，不过还蛮好吃。\n楼上有个阁楼，好多人误以为是二楼，额。。\n鸡尾酒很甜，颜色很深，感觉很色素，不是很好喝。,1
404,去那就是冲着香辣虾去的，感觉还好吧。里面的配菜还是蛮多的，就是还不够辣。不是那么尽兴。服务，环境什么的都还一般。偶尔来吃吃也还好。,1
405,蛮久以前去的，对菜没什么印象了，一般吧。但对环境还是蛮有印象的，京剧脸谱。。。老板娘也很客气，时常关心一下食客需求。停车也很方便的。,0
406,朋友要求陪同，就陪她去了，他们家的寿司应该是美式的把，做的还满好看的，口味一般，样子不错哈哈，寿司就吃容易吃饱，没点几个就饱了，还不错吧 看着比较喜人,0
407,刚到南宁的早上，我们在这里填饱的肚子。没想到这家店会这么早就开门。我们点了几种简单的食物，味道还是不错的。虽然并非是无懈可击，但作为早餐，价格也不贵，质量已经很不错了。,1
408,武汉动物园l六一的时候，带小盆友玩过。该园地理位置得天独厚，地势起伏，三面环水，树林茂密，自然景观很美，尤其是动物马戏团和海狮表演引人入胜，特别吸引眼球，还新建有企鹅馆，推荐有小孩的一家三口，真是值得去看看~,1
409,第一次我们12个人去坐个包厢，竟然没人理会，点菜的服务态度差，还是个领班主管本地人！理由是赶着下班，日……,0
410,一直都觉得那个山洞很神秘，听说里面都是飞机，可是总是没有机会去以探究竟！终于那天带着电子门票到达了空博大门外，原来山洞外面也有好多好多飞机，而且可以摸，(*^__^*) 嘻嘻……\n看到了毛主席的飞机，遥想当年他坐飞机出行的场面一定很壮观！\n走进山洞里，真的好宽敞啊，装修的特别好，根本不想是山洞，里面有几十架飞机，而且还看到了木质的飞机，看到 冯如——制造的中国飞机！,1
411,他们家以前的衣服款式觉得很好看，现在开始走下坡路线了\n而且价格是越来越贵，店员的服务态度也不是很好，爱才不睬的样子,0
412,很有特色的京味店，门口总是挂着一只八哥，不过我听它说过话。\n服务员都是男的，就像过去的店小二。地方不是很大，赶上用餐高峰会感觉很嘈杂。饭菜的味道还可以，炸酱面不错的说。,1
413,最近迷恋上麻辣香锅，到处寻找觅食腐败，兜兜转转来到汇宝这家，发现是我喜欢的自选式，闻着味道也很香。立马点了金针菇、腐竹、莲藕、莴笋等爱吃的食物，加入鸡翅香锅里（鸡翅香锅貌似是68元，有点小贵），锅子价格超100了。量还行，但味道...莲藕、莴笋没有入味，鸡翅炸老了，吃着没有闻着的香，有点失望，打分70吧。,0
414,"它家的雪糕吃了很多次了,\n芒果冰激凌真的很赞,用小勺子每舀上一口,放入口中,嘴里满满的都是芒果的香甜,\n可以说芒果冰激凌真的是招牌,喜欢吃芒果的这个推荐必点!之前吃的薄荷冰激凌只能说用一个字来形容:凉..放入口中,感觉到的是淡淡的薄荷味和凉爽.\n这次去点的是拿破崙蛋糕.味道不错,中间和底部的饼干脆脆的,不过一个人吃有点腻,可以两个人一起吃.吃完以后服务员很贴心的送上两杯白开水,来解解腻.",1
415,觉得满记的东西越来越糟糕，和香港的甜品店差远了\n他家的糖水有些好像都是统一加工送过来的\n有一次买了个炖雪梨还是木瓜的，上面贴的生产日期竟然是前天的\n只是有些名气罢了，真正吃糖水的人不会去这里的\n也就是逛街累了歇歇脚,0
416,因为很喜欢芒果，所以每次去都是点它的芒果沙冰，味道不错，冰冰的，特别是夏天逛街累了，坐在有空调的房间里和朋友一起喝。。,1
417,一直很喜欢吃咖喱，但是这家店今天还是第一次吃~\n点了咖喱肥牛饭（28）和咖喱猪排饭（28），每份饭加了6块钱增加了一杯酸梅汤和色拉~如果不喜欢吃酸梅汤的，可以换成味增汤~\n饭上来后，里面的咖喱量还算足，微辣，符合我的口味~肥牛量虽然不多，但是口味也很好~以后还会光顾~\n就是套餐内的色拉不是很好吃哦~酸梅汤的话不错，量也挺大，如果2个人不是要喝很多的话，2个人1杯其实也就够了~\n最后走的时候忘了拿手套，再折回去的时候，手套已经被放到了前台，顺利取回，开心下~,1
418,团购去的，点了个什么咖啡忘了，反正非常大杯，味道挺不错的，喝完超级饱……它家的杯子很漂亮，喝着心情大好……环境也不错，椅子很舒服,1
419,哈哈哈，这个是晚上在家喝稀饭必买的，还有一次跟同学买了一堆拎着去吃鸭血粉丝汤。菜包子份量真足啊我吃一个就饱了。,1
420,中午路过顺便就去吃吃了，有以前打印的优惠券。点了肥牛饭套餐，但感觉牛肉有点肥，放久了油都出来了，而且那个重的要死的餐具看着大，但肉其实并不多。比较喜欢里面配的汤，很入味。,0
421,家在附近，基本每周必来\n尤其是家乐福，不是爱它，是买东西方便而已，人不是一般的多，真是财源滚滚啊\n吃的店也很多，楼上还有大时代，但就太吵杂了，不喜欢去\n购物的店也很多，但感觉优惠力度一般,1
422,就在地铁站下面。。交通很方便。。就算不是高峰期也经常满座。价格挺便宜的。。随便吃吃还是不错的。。服务挺热情的。。推荐咖喱的锅底。。,0
423,很有名的芝士烤苕，不过店子藏在光谷国际广场负一楼的某个角落，不是偶然碰到还真找不到地方，老板人很热情，一口武汉话很亲切，除了招牌芝士烤苕外，还有芝士焗饭，味道也不错，看起来很卫生。另外也有炒疙瘩系列，不过还没尝过，其实就是面疙瘩。因为东西都是现烤的，所以都要等一会，想吃到美食也得要耐心啊。,1
424,以前就知道内联升是北京老字号\n千层底非常的著名 也在这里给爷爷和爸爸买过\n据他们说来是很舒适的\n去年逛店的时候才发现内联升也开始做一些时装布鞋皮鞋\n价格比商场里的品牌便宜许多\n单鞋类的布鞋一般都不到100元\n皮鞋大概在100-300元之间\n好好挑挑也能找到不错的款式\n去年就在这家店购入一双咖啡色小短皮靴 打了个9折后是235元\n款式个人非常喜欢 好过商场许多\n穿着也很舒适\n因为太好穿去年冬天一季都穿它了\n结果鞋跟磨损严重\n前两天去华联修鞋的地方给补了一下\n也被师傅赞鞋子的质量好\n那个开心\n现在基本去前门都要去内联升逛一下\n没准就能淘到好的鞋子呢\n不过就是依然是柜台式销售感觉不太好\n每次看鞋子都需要售货员帮忙给拿\n这点希望有所改进,1
425,晚上肚子饿~帮家里人去吃了夜宵。\n将近凌晨了，人照样暴多！几乎是客满的！\n凤爪，排骨。每次都是必点的。要双份。哈哈~~\n椒盐鸭下巴好好吃！外面皮脆脆的，肉也好香！味道很好！\n蔬菜的话生菜，芥兰都还不错，很爽口的，油麦菜也很好吃。,1
426,来杭州必去的几个地方 清河坊就是其中之一 其实也就是一些仿古建筑的街道 没有特别多的特色 但是还是能吸引不少人来逛 反正有时间 就顺便逛逛吧 总体过的去,0
427,第一次去，还是晚上，从徐家汇那里过去还是找了好一会儿的。。。不过还好穿过黑暗找到了这家丛林中的小屋~还蛮special的~一开始的冷盘没有很大的兴趣，从黑椒小牛排开始，开始对这家店的食物感兴趣了！肉质很好，肥瘦比例到位，烧得火候也恰到好处，配上黑椒酱，绝对很享受！,1
428,朋友大力推荐后慕名前去，环境比想象得要吵一点，坐在吧台可以看调酒师出神入化地技术，坐在沙发位的话，面对面的两个人会相隔很远，不便于说话。喝了推荐的Moscow Mule和Zombie，更喜欢后者，前者有浓重的生姜味。我想下次还会再去的...,1
429,经常去的茶餐厅，每次去都是要排队！菠萝油无疑是最美味的！其他产品感觉都一般，无功无过。\n服务员大概是太忙的关系，并不是一叫就到，而是要叫很多次！,1
430,初一，十五，有些信佛的人家讲究要去上香，尤其是正月初一~~ \n我家虽然不是那么虔诚，但是今年是妈妈的本命年，所以初一的时候，我们一家来到了戒台寺~~ \n我们是九点半左右从五棵松地铁那里开车去的，到玉泉路上了莲石路，大概十点多就到了，一路上很顺利，没有什么车，只是到了门头沟以后，顺着路标，戒台寺，潭柘寺，就已经是一车跟一车这样走了，看来是这两个寺庙的人还是很多，不过大概60%的车都往潭柘寺开，那边的香火还是旺些~~~\n不过戒台寺人也不少，停车场的车也是满满的了~~~\n戒台寺的寺院门，很小，也不是很起眼，不像有的寺庙那么气派和张扬\n戒台寺的门票，妈妈提前的时候在北京京郊旅游的那本书上查的是25一位，可是到了售票处一看，竟然是45一位，学生票22元一位~~~亏得带了个学生证，还便宜了一些 \n虔诚的人还是很多的，戒台寺也算是一个有名的寺院了，里面也有些大殿，虽然不是那么气派，但是很多人在烧香求一年好运了\n但是并不太喜欢戒台寺的寺庙里面，基本都是一边是大佛，另边是在出售东西的，感觉不像寺庙，反而更像是商店了，让人感觉不是很舒服，商业气氛很重呀\n戒台寺也有些专门的迎新活动，比如，扔钱眼呀，敲钟呀，是些需要收费的项目，也有一些在玩，就是为了图个吉利吧\n戒台寺里面并不是很大呀，而且好多大殿并不开着，都是紧闭着，从山下上山，再绕下来，并没有花多长时间呀\n我们也就简单的绕了一圈，也没有烧香，大概也就花了一个小时的时间\n与以前去的潭柘寺相比，感觉戒台寺还是没有完全开发，没有潭柘寺那么热闹,0
431,本月家庭聚姨夫选择了这家吃吃看···\n菜量实在也太少了···草头河蚌味道还行···其他的都没撒很特别の\n自酿の黄酒28一斤 迷倒还算过得去\n狮子头白吃比红烧好··但是不鲜の，五丁包里面没什么料の···看点评写的豆腐锅贴也脱产了哎··,0
432,干锅鸡总是他们的主打，还不错，那个毛血旺实在是很大跌眼镜39快里面几乎没什么东西，都是豆芽和血根本不值那价钱，停车不方便，绕老绕去都没位子,0
433,出品质量很高，平常的菜却做出不平常的味道，所以吃饭经常要排长龙等位，但也物有所值。不过价钱偏高，而且分量不是太多。,1
434,单位发的票子，滑稽戏哭哭笑笑。\n第一次知道九江路有这样一个剧场，以前就知道天蟾大舞台。\n这场次看的人不多。\n剧场装潢的很有老上海的特色。\n位子也还算舒服，戏不咋地，环境还是可以滴。,1
435,如果算名牌的话，这个价格还算可以大众接受。据说在法国很流行，不过还好没有到LV那样泛滥。\n价格比法国贵不少，没办法，到中国么，各个品牌都一样，二等三等的拿过来卖一等的价格，这就叫人傻钱多速来。\n水饺包，说到底就是做工好点设计好点，永久了底面四个角还是被擦毛掉了，莫非是我太粗胚，还是这个包真的没传说中的“用十年”那么神。\n其他的款式，其实也没看中，就是最普通的水饺包，平时利用率高点，毕竟阿拉还是上班族，上班家里两点一线，没那么多机会出去凹造型，还是实用为主。中号长柄，单间背，手提都可以，这点蛮满意。\n服务么，就不多说了，中国再好的商场里营业员都一副狗眼看人底的脸，看你掏钱时候笑的比孙子还勤，看你不打算买的时候就朝天翻白眼。,0
436,在那里吃过一次早餐\n感觉味道什么的都很普通\n上餐很慢\n服务员更慢\n很奇怪哪里每天都很多人\n我当时吃的是西安的小吃  感觉一般,0
437,昨天高高兴兴的被约了去吃，发现是酷悦，在中山公园龙之梦吃过一次的，印象一般般。\n莘庄龙之梦的我觉得没有中山公园龙之梦好。\n首先小料就很有问题，没有南瓜粥。。南瓜粥很受欢迎的啊~！拜托~\n而且小料根本没有中山公园店的丰富，我记得中山公园的有麻酱的啊，还有很多种肉酱的说，这里只有泡菜，香菜啊，辣椒啊，糖蒜和韭菜花，丰富的酱料根本就没有。麻酱什么的要自己买。大家都没意见的么？\n畅饮饮料的价钱倒是不算很贵，只要5元，但是饮料也很单调，杏仁奶还是豆奶的，和酸梅汤。\n羊肉倒是不错吃，嘿嘿，我总归觉得肉是不错，嘿嘿。丸子也不错，面条觉得是没有添加剂的，不算很硬的，觉得不是那种有拉面剂的。煮煮很软的。\n金针菇总归是火锅必点，煮煮都好吃的。\n服务一般吧，他们收盘子倒是很勤快的，但是似乎是闲着没事做一般，对着顾客窃窃私语，不知道在说什么。肯定是没经过这些训练的。勉强的吧。\n其他的甚至都点评不出来什么了。。,0
438,在西湖边上，貌似西餐厅的中餐酒吧。菜式为杭帮菜为主。晚上有酒吧内容。白天在湖边吃饭看景色还行。菜的口味就一般了。,1
439,这家服务质量真是不太好，服务员挺少的，要求换个烤盘连续找了三四个服务员才有一个表情极其臭的服务员过来，反正下次是不会来了,0
440,晚上过去，人不多，店堂小小，但是安静。布置简洁~\n点了一份野生花菇面（36元），一份虾酱拌面（32元）。\n摆盘不错。送的黄豆非常酥且入味。\n面是稍粗的，比较有韧性，比一般家庭的有口感，但也没有1001台湾牛肉面那么Q~介于中间吧。\n整体上口味是清淡的。虾酱拌面里就2根青菜，配汤应该是黄豆猪脚汤~蛮浓郁的。\n野生花菇面，好像比拌面更淡一点。,0
441,本周日夜晚与此就餐 时约下午六点 不知是由于时间较早厨房尚未上班还是如何 上菜速度比较缓慢 服务跟进不够迅速热心,0
442,老板娘很适合干这行，绝对善于应酬自来熟型。\n菜不过不失。但口味已不是太正，有些偏上海了。\n还没吃到本城有好的韩国菜。大家属于价格相宜，菜一般。不失礼型的。,0
443,那天准备去看电影看见绝味的鸭掌特价10块钱6个，就去买了，还称了10块钱鸭脖~~~\n鸭掌微辣的很好吃噢，带点花椒味。鸭脖就郁闷则，我要的是微辣的，不知道是给错了还是本来就这么辣，吃得偶直伸舌头……而且都辣到骨子里了，越吃越辣，适合喜欢吃辣的同学~~~\n这家的鸭脖是称斤卖的，记得好像是32块6一斤，反正10块钱只有一点点，10来段吧，核下来跟久久丫貌似差不多的，还是特价的鸭掌给力~~,1
444,去超市的时候顺便吃一下，比较方便，味道还不错，喜欢椒盐虾还有一个红烧的鸡腿肉，价格还算合理，一人20块足够了，随便吃吃挺好的,1
445,"本来想叫彭浦店的,但每次都慢,而且感觉东西冷的的饿\n后来在点评看到原来共康这也有,就世纪联华这,\n最主要还是这里离家比较近..\n为了凑满20送外卖..叫了超大鸡排 花枝丸 盐酥鸡\n我吃半块就有点小饱了..味道么也还可以吧..\n店家态度倒满好的,",1
446,呢间仙踪林系我去过甘多间入边服务态度最差既一间了。。叫个靓女过来落单，竟然睇见她细细声讲左句“烦”。。。过来笑都吾识笑下，好似我地差她十万九千七甘。话就话有wLAN，但问匀全场服务员无一个知密码。。。有个仲要罗左我姐部手机过去系甘禁。禁完就俾返我地，点知一样上吾到网。。。吾会再有下次了。。,0
447,这次是京津廊三地 知青聚会到的这里。上次是京津家网以及在美国知青一起聚会，已经是3年前了吧。这次的规模是300多人，廊坊市政府以及相关部门的人也到会。廊坊日报也进行了报道。饭菜就是集体大锅菜了，不过也还不错的。所以，赞一个，并给予较高的评价。,1
448,五花肉是烤肉必点，哪儿的味儿都差不多，就是花津浦的等位时间太长。这儿竟然不提供烤肉汁，愣是要自己花钱买，到底是不是专业的？！,0
449,超市，就是离家近的会经常光顾，这家店我们每周怎么也要去个2-3次，里边的肉会比外边市场便宜一些，而且很新鲜，我们经常去买猪蹄子。结账的地方很小，经常人满为患。,1
450,位置挺偏的，不是特别的好找，店面也不算大，环境一般，不过服务倒是挺好的，上菜的速度挺快的，特别喜欢吃这里的宫保鸡丁和炸花生米，特别的香脆，而且价格也不是特别的贵。,1
451,每次经过都是排很长队伍，一向不喜欢人多所以没有尝试\n有此去市里逛到老晚了，跟同学说，我们看看凉皮啊开了，一看还开着而且很晚了没有人了，正好不用等，打包回家吃得，那个皮子很有嚼劲，喜欢里面的油豆腐和花生\n很不错,1
